date,temperature_2m,relative_humidity_2m,precipitation,rain,cloud_cover,wind_speed_10m,weather_code,pressure_msl,is_day,vapour_pressure_deficit,shortwave_radiation,apparent_temperature,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,weather_condition,VPD,water_balance,heat_stress_duration
2022-01-01 00:00:00+00:00,22.1,37.180885,0.0,0.0,0.0,15.119999,0.0,1011.1,1.0,1.6719071,56.0,19.077402,0.14807239,29.85,0.2,Sunny,1.670989861930131,-0.14807239,0.0
2022-01-01 01:00:00+00:00,20.85,39.72666,0.0,0.0,0.0,16.981165,0.0,1012.0,0.0,1.4861495,0.0,17.521273,0.13354422,27.8,0.2,Sunny,1.4851967675834783,-0.13354422,0.0
2022-01-01 02:00:00+00:00,19.95,37.859756,0.0,0.0,0.0,20.188908,0.0,1013.2,0.0,1.4495671,0.0,15.819109,0.15410239,26.15,0.2,Sunny,1.4484750551501586,-0.15410239,0.0
2022-01-01 03:00:00+00:00,17.85,43.313877,0.0,0.0,0.0,17.727943,0.0,1013.9,0.0,1.1600385,0.0,14.089218,0.11680843,24.7,0.2,Sunny,1.158968170194864,-0.11680843,0.0
2022-01-01 04:00:00+00:00,16.25,52.081207,0.0,0.0,0.0,13.849477,0.0,1014.3,0.0,0.8862024,0.0,13.321316,0.07323623,23.35,0.2,Sunny,0.8852830110243335,-0.07323623,0.0
2022-01-01 05:00:00+00:00,15.25,60.0738,0.0,0.0,0.0,13.202726,0.0,1013.8,0.0,0.6926582,0.0,12.689787,0.053578313,22.15,0.2,Sunny,0.6918938135658395,-0.053578313,0.0
2022-01-01 06:00:00+00:00,14.35,66.53901,0.0,0.0,0.0,12.72283,0.0,1013.1,0.0,0.5478083,0.0,12.023396,0.039210636,21.15,0.2,Sunny,0.5471621844641648,-0.039210636,0.0
2022-01-01 07:00:00+00:00,13.55,71.76486,0.0,0.0,0.0,10.144082,0.0,1012.9,0.0,0.43889296,0.0,11.690279,0.02191425,20.2,0.2,Sunny,0.4383405907554503,-0.02191425,0.0
2022-01-01 08:00:00+00:00,12.9,75.636406,0.0,0.0,0.0,8.4963045,0.0,1012.8,0.0,0.36300218,0.0,11.32011,0.011524806,19.45,0.2,Sunny,0.3625187786232118,-0.011524806,0.0
2022-01-01 09:00:00+00:00,12.55,78.1781,0.0,0.0,0.0,8.049845,0.0,1013.3,0.0,0.3177694,0.0,11.075065,0.0072020325,18.75,0.2,Sunny,0.31733410576692145,-0.0072020325,0.0
2022-01-01 10:00:00+00:00,12.25,81.088875,0.0,0.0,0.0,7.5685663,0.0,1013.9,1.0,0.2700137,5.0,10.912427,0.011076149,18.2,0.2,Sunny,0.2696360203734731,-0.011076149,0.0
2022-01-01 11:00:00+00:00,13.5,76.503624,0.0,0.0,0.0,7.7043357,0.0,1014.4,1.0,0.36403525,116.0,12.238199,0.05719391,18.4,0.2,Sunny,0.36358681618470023,-0.05719391,0.0
2022-01-01 12:00:00+00:00,15.1,69.91439,0.0,0.0,0.0,10.630672,0.0,1015.4,1.0,0.51689875,319.0,13.466757,0.16505513,19.6,0.2,Sunny,0.5163593868355696,-0.16505513,0.0
2022-01-01 13:00:00+00:00,17.7,58.461853,0.0,0.0,0.0,9.339208,0.0,1015.2,1.0,0.84194434,535.0,16.198858,0.30296785,21.35,0.2,Sunny,0.8412762038611834,-0.30296785,0.0
