date,temperature_2m,relative_humidity_2m,precipitation,rain,cloud_cover,wind_speed_10m,weather_code,pressure_msl,is_day,vapour_pressure_deficit,shortwave_radiation,apparent_temperature,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,weather_condition
2024-01-01 00:00:00+00:00,19.75,57.60904,0.0,0.0,0.0,9.255571,0.0,1017.0,1.0,0.97647834,54.0,18.754175,0.06911758,26.8,0.233,Sunny
2024-01-01 01:00:00+00:00,18.35,64.551346,0.0,0.0,0.0,9.3669195,0.0,1017.1,0.0,0.7483665,0.0,17.46204,0.034648534,25.35,0.238,Sunny
2024-01-01 02:00:00+00:00,17.15,68.93213,0.0,0.0,44.0,5.0528407,1.0,1017.6,0.0,0.60819805,0.0,16.84493,0.007953635,23.75,0.238,Sunny
2024-01-01 03:00:00+00:00,16.2,72.7358,0.0,0.0,11.0,5.0911684,0.0,1017.4,0.0,0.5025233,0.0,15.858738,0.004401729,22.45,0.238,Sunny
2024-01-01 04:00:00+00:00,15.3,76.283745,0.0,0.0,28.0,5.3517847,1.0,1017.4,0.0,0.4127035,0.0,14.874964,0.0019930706,21.35,0.238,Sunny
2024-01-01 05:00:00+00:00,14.4,79.77079,0.0,0.0,97.0,5.2416787,3.0,1016.9,0.0,0.3322189,0.0,13.9305,0.0,20.35,0.238,Cloudy
2024-01-01 06:00:00+00:00,14.1,80.5279,0.0,0.0,85.0,4.6800003,3.0,1016.6,0.0,0.3136444,0.0,13.667395,0.0,19.65,0.238,Cloudy
2024-01-01 07:00:00+00:00,13.2,85.09681,0.0,0.0,1.0,3.8773184,0.0,1016.2,0.0,0.22642064,0.0,12.869652,0.0,18.9,0.238,Sunny
2024-01-01 08:00:00+00:00,12.3,90.86368,0.0,0.0,25.0,6.6087217,1.0,1016.1,0.0,0.13086879,0.0,11.601337,0.0,18.15,0.238,Sunny
2024-01-01 09:00:00+00:00,12.1,91.76101,0.0,0.0,100.0,6.1305785,3.0,1016.5,0.0,0.116475105,0.0,11.456104,0.0,17.5,0.238,Cloudy
2024-01-01 10:00:00+00:00,12.75,88.51474,0.0,0.0,53.0,4.0249224,2.0,1016.8,1.0,0.16943872,5.0,12.443123,0.0,17.2,0.238,Cloudy
2024-01-01 11:00:00+00:00,14.2,82.16075,0.0,0.0,0.0,3.6179552,0.0,1017.1,1.0,0.2892033,107.0,14.043329,0.04655238,17.55,0.238,Sunny
2024-01-01 12:00:00+00:00,16.3,74.70199,0.0,0.0,0.0,4.6938257,0.0,1017.0,1.0,0.4692489,316.0,16.172916,0.1631543,18.85,0.238,Sunny
2024-01-01 13:00:00+00:00,18.8,67.69125,0.0,0.0,4.0,5.1919937,0.0,1016.7,1.0,0.70149434,528.0,18.892298,0.30256176,20.7,0.24,Sunny
2024-01-01 14:00:00+00:00,21.35,58.1903,0.0,0.0,0.0,7.2,0.0,1016.3,1.0,1.0626894,733.0,22.295614,0.45149285,22.95,0.239,Sunny
2024-01-01 15:00:00+00:00,23.65,50.107395,0.0,0.0,0.0,7.42159,0.0,1016.0,1.0,1.4579816,899.0,25.51371,0.58646065,25.35,0.239,Sunny
2024-01-01 16:00:00+00:00,25.7,44.184216,0.0,0.0,0.0,7.653705,0.0,1015.8,1.0,1.8432586,1012.0,28.18523,0.691733,27.65,0.239,Sunny
2024-01-01 17:00:00+00:00,27.25,40.32458,0.0,0.0,0.0,8.654987,0.0,1015.3,1.0,2.15894,1063.0,29.841202,0.75068516,29.65,0.238,Sunny
2024-01-01 18:00:00+00:00,28.25,37.540646,0.0,0.0,0.0,9.422101,0.0,1015.0,1.0,2.3953142,1048.0,30.534157,0.75782245,31.2,0.238,Sunny
2024-01-01 19:00:00+00:00,28.9,35.444405,0.0,0.0,0.0,10.97262,0.0,1014.6,1.0,2.5707479,969.0,30.333279,0.7187281,32.2,0.237,Sunny
2024-01-01 20:00:00+00:00,28.9,36.031742,0.0,0.0,0.0,13.089354,0.0,1014.3,1.0,2.5473237,835.0,29.285984,0.6371757,32.55,0.237,Sunny
2024-01-01 21:00:00+00:00,28.0,37.96653,0.0,0.0,0.0,14.917212,0.0,1014.0,1.0,2.344667,655.0,27.113358,0.51774323,32.25,0.236,Sunny
2024-01-01 22:00:00+00:00,26.2,42.336395,0.0,0.0,0.0,18.35647,0.0,1014.2,1.0,1.9613985,446.0,24.26882,0.38258612,31.2,0.236,Sunny
2024-01-01 23:00:00+00:00,24.0,48.424313,0.0,0.0,0.0,14.799459,0.0,1014.7,1.0,1.53919,232.0,22.605501,0.2192962,29.6,0.236,Sunny
2024-01-02 00:00:00+00:00,21.9,55.533466,0.0,0.0,0.0,6.849467,0.0,1015.1,1.0,1.1688306,53.0,21.715733,0.061996363,27.75,0.236,Sunny
2024-01-02 01:00:00+00:00,20.15,62.242794,0.0,0.0,0.0,5.8048253,0.0,1015.5,0.0,0.891451,0.0,20.152302,0.02047229,26.35,0.236,Sunny
2024-01-02 02:00:00+00:00,18.65,68.55308,0.0,0.0,0.0,4.379589,0.0,1016.1,0.0,0.67641604,0.0,18.87756,0.005714133,24.75,0.236,Sunny
2024-01-02 03:00:00+00:00,17.55,73.21722,0.0,0.0,0.0,5.4119864,0.0,1016.3,0.0,0.53767765,0.0,17.610718,0.0059910044,23.4,0.236,Sunny
